source,target,interaction,effect_size,pvalue,qvalue
LEUt5m,"Transport, Mitochondrial",in_pathway,-0.6747977675467927,0.0007999899731648965,0.021990073489560648
LEUTAm,"Valine, Leucine, and Isoleucine Metabolism",in_pathway,-0.6747977675467927,0.0007999899731648965,0.021990073489560648
4MOPt2im,"Transport, Mitochondrial",in_pathway,0.6720895896378701,0.0008341611803258015,0.022522351868796642
LEUTA,"Valine, Leucine, and Isoleucine Metabolism",in_pathway,0.6720895896378701,0.0008341611803258015,0.022522351868796642
PUNP2,Purine Catabolism,in_pathway,0.6624263396940704,0.0014436641660152054,0.03735481029564344
DADNt4,"Transport, Extracellular",in_pathway,0.6621948691167597,0.0009713868365948574,0.025852766808231703
FACOAL160,Fatty acid activation,in_pathway,-0.6544705101174476,0.0010933824363741518,0.028893212467589288
EX_drib_e,Extracellular exchange,in_pathway,0.6408808012390674,0.0013446400000299004,0.0350358646161637
DRIBt,"Transport, Extracellular",in_pathway,-0.6408808012390674,0.0013446400000299004,0.0350358646161637
THMDt5,"Transport, Extracellular",in_pathway,0.6311506213413045,0.0015576609557884729,0.040026515319088615
P5CDm,Glutamate metabolism,in_pathway,0.6306869621546171,0.0018954850864812494,0.04739984853845057
INSTt4_2,"Transport, Extracellular",in_pathway,0.6246187221857836,0.0017184138099817126,0.04355652963259769
DESAT18_7,Fatty acid elongation,in_pathway,-0.6227539470931388,0.0017671452337817638,0.04448907527750576
