reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
RTOT1,R total flux,R Group Synthesis,c,,cytosol
PSERT,Phosphoserine transaminase,"Glycine, Serine, and Threonine Metabolism",c,107272 or 107272,cytosol
PSFLIP,Phosphatidylserine flippase,"Transport, Extracellular",e,11980 or 11982,extracellular
PSFLIPm,Phosphatidylserine flippase,"Transport, Mitochondrial",c,11980 or 11982,cytosol
PSP_L,Phosphoserine phosphatase (L-serine),"Glycine, Serine, and Threonine Metabolism",c,8781 or 100678,cytosol
PSSA1_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid Metabolism,c,19210,cytosol
PYDAMtr,Pyridoxamine transport via diffusion,"Transport, Extracellular",e,,extracellular
PSSA2_hs,Phosphatidylserine synthase homo sapiens,Glycerophospholipid Metabolism,c,27388,cytosol
PS_HSter,Phosphatidylserine scramblase,"Transport, Endoplasmic Reticular",c,,cytosol
RTOT2,R total flux,R Group Synthesis,c,,cytosol
RTOT3,R total flux,R Group Synthesis,c,,cytosol
PYDX5Ptm,"Pyridoxal 5'-phosphate transport via diffusion, mitochondrial","Transport, Mitochondrial",c,,cytosol
RTOT4,R total flux,R Group Synthesis,c,,cytosol
RTOT5,R total flux,R Group Synthesis,c,,cytosol
PS_HStg,Phosphatidylserine scramblase,"Transport, Golgi Apparatus",c,,cytosol
PSt3,Transport of Phosphatidylserine ,"Transport, Extracellular",e,,extracellular
PTDCACRNCPT1,Carnitine fatty-acyl transferase,Carnitine shuttle,c,12895 or 12895 or 12895 or 12894 or 78070 or 12895,cytosol
RTOT6,R total flux,R Group Synthesis,c,,cytosol
PYDXDH,Pyridoxal dehydrogenase,Vitamin B6 Metabolism,c,11761,cytosol
PTDCACRNCPT2,Pentadecanoate transport into the mitochondria,Carnitine shuttle,m,12896,mitochondria
PTDCACRNt,Pentadecanoate transport into the mitochondria,Carnitine shuttle,c,57279,cytosol
RTOTAL2CRNCPT1,Carnitine fatty-acyl transferase,Carnitine shuttle,c,12895 or 12895 or 12895 or 12894 or 78070 or 12895,cytosol
PYDXK,Pyridoxal kinase,Vitamin B6 Metabolism,c,216134,cytosol
RTOTAL2CRNCPT2,R group transport into the mitochondria,Carnitine shuttle,m,12896,mitochondria
PTDCAt,Fatty acid transport via diffusion,"Transport, Extracellular",e,,extracellular
PTE2x,Peroxisomal acyl CoA thioesterase,Fatty Acid Metabolism,x,171210 or 170789 or 170789 or 170789,peroxisome
PTE3x,Peroxisomal acyl-CoA thioesterase,Fatty Acid Metabolism,x,171210,peroxisome
RTOTAL2CRNt,R group transport into the mitochondria,Carnitine shuttle,c,57279,cytosol
RTOTAL2t,RTOTAL2 transport,"Transport, Extracellular",e,,extracellular
PTE4x,Peroxisomal acyl-CoA thioesterase,Fatty Acid Metabolism,x,171210,peroxisome
RTOTAL3CRNCPT1,Carnitine fatty-acyl transferase,Carnitine shuttle,c,12895 or 12895 or 12895 or 12894 or 78070 or 12895,cytosol
PYDXNK,Pyridoxine kinase,Vitamin B6 Metabolism,c,216134,cytosol
RTOTAL3CRNCPT2,R group transport into the mitochondria,Carnitine shuttle,m,12896,mitochondria
PTE5x,Peroxisomal acyl-CoA thioesterase,Fatty Acid Metabolism,x,171210,peroxisome
PTHPS,6-pyruvoyltetrahydropterin synthase,Tetrahydrobiopterin,c,19286,cytosol
RTOTAL3CRNt,R group transport into the mitochondria,Carnitine shuttle,c,57279,cytosol
RTOTAL3t,RTOTAL3 transport,"Transport, Extracellular",e,,extracellular
RTOTALCRNCPT1,Carnitine fatty-acyl transferase,Carnitine shuttle,c,12895 or 12895 or 12895 or 12894 or 78070 or 12895,cytosol
RTOTALCRNCPT2,R group transport into the mitochondria,Carnitine shuttle,m,12896,mitochondria
RTOTALCRNt,R group transport into the mitochondria,Carnitine shuttle,c,57279,cytosol
PTHPSn,"6-pyruvoyltetrahydropterin synthase, nuclear",Tetrahydrobiopterin,n,19286,nucleus
PTPATi,Pantetheine-phosphate adenylyltransferase,CoA Biosynthesis,c,71743,cytosol
PYDXNtr,Pyridoxine transport via diffusion,"Transport, Extracellular",e,,extracellular
RTOTALt,RTOTAL transport,"Transport, Extracellular",e,,extracellular
RTOT_2,R total flux 2 position,R Group Synthesis,c,,cytosol
RTOT_3,R total flux 3 position,R Group Synthesis,c,,cytosol
Rtotaltl,Fatty acid intracellular transport,"Transport, Lysosomal",c,,cytosol
Rtotaltp,Fatty acid intracellular transport,"Transport, Peroxisomal",c,,cytosol
S23T2g,"Beta-galactoside alpha-2,3-sialyltransferase (core 2)",Keratan sulfate biosynthesis,g,20443 or 20442 or 20444 or 20442,g
S6T10g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
PYDXPP,Pyridoxal 5-phosphate phosphatase,Vitamin B6 Metabolism,c,57028,cytosol
S6T11g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S23T3g,"Beta-galactoside alpha-2,3-sialyltransferase (complex N-glycan)",Keratan sulfate biosynthesis,g,6487 or 6487 or 6487 or 6487 or 6487 or 6487 or 6487 or 6487 or 6487 or 6487 or 6487,g
S23T4g,"Beta-galactoside alpha-2,3-sialyltransferase",Keratan sulfate biosynthesis,g,20443 or 20442 or 20444 or 20442,g
S23Tg,"Beta-galactoside alpha-2,3-sialyltransferase (T antigen)",O-Glycan Biosynthesis,g,20442 or 20442,g
S26Tg,"Beta-galactoside alpha-2,6-sialyltransferase",N-Glycan Biosynthesis,g,20440 or 20440 or 20440,g
S6T12g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 26887 or 56773 or 23563,g
S6T13g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,56773 or 26887 or 23563 or 23563 or 54371,g
S2L2FN2M2MASNt,"S2l2fn2m2masn transport, Golgi to extracellular","Transport, Extracellular",e,,extracellular
PYDXtr,Pyridoxal transport via diffusion,"Transport, Extracellular",e,,extracellular
S2L2FN2M2MASNtly,"S2l2fn2m2masn transport, extracellular to lysosome","Transport, Lysosomal",e,,extracellular
S6T14g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T15g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,76969 or 53374,g
S2L2N2M2MASNtly,"S2l2n2m2masn transport, extracellular to lysosome","Transport, Lysosomal",e,,extracellular
S6T16g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S2T1g,"Chondroitin 2-sulfotransferase, Golgi",Chondroitin / heparan sulfate biosynthesis,g,338362,g
PYK,Pyruvate kinase,Glycolysis/Gluconeogenesis,c,18746 or 18770 or 18746 or 18770 or 66260 or 18746,cytosol
S2T2g,"Chondroitin 2-sulfotransferase, Golgi",Chondroitin / heparan sulfate biosynthesis,g,338362,g
S2T3g,"Uronyl 2-sulfotransferase, Golgi",Chondroitin / heparan sulfate biosynthesis,g,338362,g
S2T4g,"Uronyl 2-sulfotransferase, Golgi",Chondroitin / heparan sulfate biosynthesis,g,23908,g
S2TASE1ly,"Iduronate-2-sulfatase, lysosomal",Heparan sulfate degradation,l,15931 or 15931,l
S6T17g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T18g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,76969 or 53374,g
S6T19g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,53374 or 60322,g
S6T1g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T20g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,53374 or 60322,g
S6T21g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,53374 or 60322,g
S2TASE2ly,"Iduronate-2-sulfatase, lysosomal",Heparan sulfate degradation,l,15931 or 15931,l
S2TASE3ly,"Iduronate-2-sulfatase, lysosomal",Chondroitin sulfate degradation,l,15931 or 15931,l
S6T22g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,60322,g
S2TASE4ly,"Glucuronate-2-sulfatase, lysosomal",Chondroitin sulfate degradation,l,,l
S6T23g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,60322,g
PYLALDOX,Perillyl aldehyde:NAD+ oxidoreductase,Limonene and pinene degradation,c,19378 or 110695 or 11668 or 11671 or 19378 or 56752 or 19378,cytosol
S6T24g,"Chondroitin 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,53374 or 60322,g
S6T25g,"Heparan sulfate 6-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,50787 or 50785 or 50786 or 50786,g
S2TASE5ly,"Glucuronate-2-sulfatase, lysosomal",Chondroitin sulfate degradation,l,,l
S3T1g,Heparin-glucosamine 3-O-sulfotransferase,Chondroitin / heparan sulfate biosynthesis,g,15476 or 628779 or 319415,g
S3T2g,Heparin-glucosamine 3-O-sulfotransferase,Chondroitin / heparan sulfate biosynthesis,g,195646 or 628779 or 319415,g
S3T3g,Heparin-glucosamine 3-O-sulfotransferase,Chondroitin / heparan sulfate biosynthesis,g,628779 or 9952 or 15478 or 54710 or 9954 or 328779,g
S6T2g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
PYLALDOXm,Perillyl aldehyde:NAD+ oxidoreductase (m),Limonene and pinene degradation,m,212647 or 11669 or 212647 or 72535,mitochondria
S6T3g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,76969 or 53374,g
S6T4g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T5g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S3TASE1ly,"N-acetylglucosamine-3-sulfatase, lysosomal",Heparan sulfate degradation,l,,l
S3TASE2ly,"N-acetylglucosamine-3-sulfatase, lysosomal",Heparan sulfate degradation,l,,l
S3TASE3ly,"N-acetylglucosamine-3-sulfatase, lysosomal",Heparan sulfate degradation,l,,l
S4T1g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,72136 or 58250 or 71797 or 59031,g
S4T2g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,72136 or 58250 or 71797 or 59031,g
S4T3g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,72136 or 58250 or 71797 or 59031,g
S4T4g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,,g
S6T6g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T7g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T8g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6T9g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate biosynthesis,g,23563 or 54371 or 23563 or 26887 or 56773,g
S6TASE10ly,"Galactose-6-sulfate sulfatase, lysosomal",Keratan sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
S4T5g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,,g
S4T6g,"Chondroitin 4-sulfotransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,71797 or 72136 or 58250 or 59031,g
S6TASE11ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine Catabolism,c,22271 or 76654 or 22271,cytosol
S6TASE12ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE13ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE14ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S4TASE1ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",Chondroitin sulfate degradation,l,11881 or 11881,l
S4TASE2ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",Chondroitin sulfate degradation,l,11881 or 11881,l
S4TASE3ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",Chondroitin sulfate degradation,l,11881 or 11881,l
S6TASE15ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
PYRt2m,Pyruvate mitochondrial transport via proton symport,"Transport, Mitochondrial",c,20501,cytosol
S6TASE16ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE17ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S4TASE4ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",Chondroitin sulfate degradation,l,11881 or 11881,l
S4TASE5ly,"N-acetylgalactosamine-4-sulfatase, lysosomal",Chondroitin sulfate degradation,l,11881 or 11881,l
S6TASE18ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
SALMCOM2,S-Adenosyl-L-methionine:catechol O-methyltransferase,Tyrosine metabolism,c,69156,cytosol
S6TASE19ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
PYRt2p,Pyruvate peroxisomal transport via proton symport,D-alanine metabolism,c,20501 or 20503,cytosol
S6TASE1ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Heparan sulfate degradation,l,75612,l
S6TASE20ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE21ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE22ly,"Galactose-6-sulfate sulfatase, lysosomal",Keratan sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
S6TASE23ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
SAMHISTA,S-Adenosyl-L-methionine:histamine N-tele-methyltransferase,Histidine Metabolism,c,140483,cytosol
SARCOXp,"Sarcosine oxidase, peroxisomal","Glycine, Serine, and Threonine Metabolism",x,19193,peroxisome
SARCStex,Sarcosine transport (extracellular to cytosol),"Transport, Extracellular",e,,extracellular
S6TASE24ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
SARCStm,Sarcosine transport (mitochondrial),"Transport, Mitochondrial",c,,cytosol
S6TASE25ly,"Galactose-6-sulfate sulfatase, lysosomal",Keratan sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
PYRt2,Pyruvate transport in via proton symport,"Transport, Extracellular",e,80879 or 20503 or 20501,extracellular
S6TASE26ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Keratan sulfate degradation,l,75612,l
S6TASE2ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Heparan sulfate degradation,l,75612,l
SARCStp,Sarcosine transport (peroxisomal),"Transport, Peroxisomal",c,,cytosol
SARDHm,Sarcosine dehydrogenase (m),Urea cycle/amino group metabolism,m,192166,mitochondria
S6TASE3ly,"N-acetylglucosamine-6-sulfatase, lysosomal",Heparan sulfate degradation,l,75612,l
QUILSYN,Quinolinate Synthase  Eukaryotic ,Tryptophan metabolism,c,,cytosol
S6TASE4ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
S6TASE5ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
S6TASE6ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
SBPP1er,Sphingoid base phosphate phosphatase  sphinganine 1 phosphatase   endoplasmic reticulum,Sphingolipid Metabolism,r,81535,ER
SBPP3er,"Sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum",Sphingolipid Metabolism,r,81535,ER
SBTD_D2,D sorbitol dehydrogenase  D fructose producing ,Fructose and Mannose Metabolism,c,20322,cytosol
SBTR,D sorbitol reductase,Fructose and Mannose Metabolism,c,110198 or 58810 or 11677 or 58810,cytosol
S6TASE7ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
S6TASE8ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
SCP21x,Sterol carrier protein 2,"Transport, Peroxisomal",c,20280,cytosol
RADH,Retinal dehydrogenase,Vitamin A Metabolism,c,,cytosol
SCP22x,Sterol carrier protein 2,"Transport, Peroxisomal",c,20280,cytosol
SCP2x,Peroxisomal thiolase 2,Bile Acid Biosynthesis,x,20280,peroxisome
SCP3x,Peroxisomal thiolase 2,Bile Acid Biosynthesis,x,20280,peroxisome
S6TASE9ly,"N-acetylgalactosamine-6-sulfatase, lysosomal",Chondroitin sulfate degradation,l,19025 and 12091 and 50917 and 18010,l
SACCD3m,"Saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",Lysine Metabolism,m,30956,mitochondria
SACCD4m,"Saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial",Lysine Metabolism,m,30956,mitochondria
SADT,Sulfate adenylyltransferase,Nucleotides,c,23972 or 23971,cytosol
SALMCOM,S-Adenosyl-L-methionine:catechol O-methyltransferase,Tyrosine metabolism,c,12846 or 69156 or 12846,cytosol
SCPx,Peroxisomal thiolase 2,Bile Acid Biosynthesis,x,20280,peroxisome
SEAHCYSHYD,Se-Adenosylselenohomocysteine hydrolase,Selenoamino acid metabolism,c,74340 or 269378 or 229709 or 229709,cytosol
SEAHCYStn,Se-adenosyl-seleno-L-homocysteine nuclear transport,Selenoamino acid metabolism,c,,cytosol
RADH2,Retinal dehydrogenase (NADPH),Vitamin A Metabolism,c,,cytosol
SEASMETtn,Se-adenosyl-seleno-L-methionine nuclear transport,Selenoamino acid metabolism,c,,cytosol
SELADT,Selenate adenylyltransferase,Selenoamino acid metabolism,c,23971 or 23972,cytosol
RADH3,Retinal dehydrogenase,Vitamin A Metabolism,c,,cytosol
SELCYSLY,Selenocysteine lyase,Selenoamino acid metabolism,c,50880,cytosol
SO4t4_3,Sulfate transport via sodium symport,"Transport, Extracellular",e,55961,extracellular
RADH4,Retinal dehydrogenase (NADPH),Vitamin A Metabolism,c,,cytosol
SELCYSLY2,Selenocysteine lyase,Selenoamino acid metabolism,c,50880,cytosol
SELCYSTGL,Selanocystathionine g-lyase,Selenoamino acid metabolism,c,107869 or 107869,cytosol
SELCYSTS,Selanocystathionine beta-synthase,Selenoamino acid metabolism,c,12411,cytosol
SO4tl,Sulfate transport (lysosome),"Transport, Lysosomal",c,,cytosol
SOAT11,Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,Cholesterol Metabolism,c,20652,cytosol
RAHY,Retinoic acid hydroxylation (P450),Vitamin A Metabolism,c,,cytosol
SOAT11r,Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,Cholesterol Metabolism,r,20652,ER
SOAT12,Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,Cholesterol Metabolism,c,20652,cytosol
SELMETAT,Selenomethionine adenosyltransferase,Selenoamino acid metabolism,c,11720 or (108645 and 232087) or (108645 and 232087),cytosol
SELNPS,Selenophosphate synthase,Selenoamino acid metabolism,c,109079 or 20768,cytosol
SOAT12r,Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,Cholesterol Metabolism,r,20652,ER
RAI1,Retinal isomerase (11-cis),Vitamin A Metabolism,c,,cytosol
SELt4_3,Selenate transport via sodium symport,"Transport, Extracellular",e,55961,extracellular
SERALANaEx,L-alanine/L-serine Na-dependent exchange (Ser-L in),"Transport, Extracellular",e,55963 or 20514,extracellular
