reaction_id,reaction_name,subsystem,compartment,gpr,compartment_readable
G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD ,Glycerophospholipid Metabolism,c,14555,cytosol
G3PD2m,"Glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",Glycolysis/Gluconeogenesis,c,14571,cytosol
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,Arginine and Proline Metabolism,m,,mitochondria
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),Urea cycle/amino group metabolism,c,,cytosol
G5SDym,"Glutamate-5-semialdehyde dehydrogenase, mitochondria",Urea cycle/amino group metabolism,m,56454,mitochondria
G6PDA,Glucosamine-6-phosphate deaminase,Aminosugar Metabolism,c,67980 or 26384,cytosol
G6PDH1er_copy1,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",Pentose Phosphate Pathway,r,100198,ER
G6PDH1er_copy2,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",Pentose Phosphate Pathway,r,100198,ER
G6PDH2r,Glucose 6-phosphate dehydrogenase,Pentose Phosphate Pathway,c,14381,cytosol
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,Pentose Phosphate Pathway,r,100198,ER
G6PPer,"Glucose-6-phosphate phosphatase, edoplasmic reticular",Glycolysis/Gluconeogenesis,r,14378 or 14377 or 68401,ER
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,"Transport, Endoplasmic Reticular",c,14385,cytosol
GABAVESSEC,GABA secretion via secretory vesicle (ATP driven),"Transport, Extracellular",e,22348,extracellular
GACMTRc,Guanidinoacetate N-methyltransferase (c),Urea cycle/amino group metabolism,c,14431 or 14431,cytosol
GACPAILter,Glucosaminyl-acylphosphatidylinositol ER flippase,"Transport, Endoplasmic Reticular",c,,cytosol
GAL3ST11,Galactosylceramide sulfotransferase,Sphingolipid Metabolism,g,53897,g
GAL3ST12,Galactosylceramide sulfotransferase,Sphingolipid Metabolism,g,53897,g
GALACGLCGALGBSIDEte,Transport of Gal-GlcNac-Gal Globoside,"Transport, Extracellular",e,,extracellular
GALACGLCGALGBSIDEtg,Galacglcgalgbside hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GALASE10ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE11ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE12ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE13ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE14ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE15ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE16ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE17ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE18ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GALASE19ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GLCAASE8ly,"Beta-glucuronidase, lysosomal",Hyaluronan Metabolism,l,110006,l
GLCAASE9ly,"Beta-glucuronidase, lysosomal",Hyaluronan Metabolism,l,110006,l
GLCAE1g,Chondroitin-glucuronate 5-epimerase,Chondroitin / heparan sulfate biosynthesis,g,,g
GLCAE2g,Heparosan-N-sulfate-glucuronate 5-epimerase,Chondroitin / heparan sulfate biosynthesis,g,93683,g
GLCAT2g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,54480 or 78923 or (74241 and 269941),g
GLCAT3g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,54480 or 78923 or (74241 and 269941),g
GLCAT4g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,54480 or 78923 or (74241 and 269941),g
GLCAT5g,"Chondroitin glucuronyltransferase II, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,54480 or 78923 or (74241 and 269941),g
GLCAT6g,Heparan glucuronyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or (14042 and 14043),g
GLCAT7g,Heparan glucuronyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or (14042 and 14043),g
GLCAT8g,Heparan glucuronyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or (14042 and 14043),g
GLCAT9g,Heparan glucuronyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or (14042 and 14043),g
GLCATg,"UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,76898 or 280645 or 76898 or 72727,g
GLCMter,Glucose transport via membrane vesicle,"Transport, Extracellular",e,,extracellular
GLCNACASE1ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation,l,27419,l
GLCNACASE2ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation,l,27419,l
GLCNACASE3ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation,l,27419,l
GLCNACASE4ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation,l,27419,l
GLCNACASE5ly,"Alpha-N-acetylglucosaminidase, lysosomal",Heparan sulfate degradation,l,27419,l
GLCNACDASg,GlcNAc N-deacetylase / N-sulfotransferase,Chondroitin / heparan sulfate biosynthesis,g,64580 or 15531 or 83398 or 17423,g
GLCNACPT_L,UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (liver),N-Glycan Biosynthesis,c,13478 or 13478,cytosol
GLCNACPT_U,UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (uterus),N-Glycan Biosynthesis,c,13478 or 13478,cytosol
GLCNACT1g,"Alpha-N-acetylglucosaminyltransferase I, Golgi apparatus",Chondroitin / heparan sulfate biosynthesis,g,54616 or 58193,g
GLCNACT2g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or 54616 or (14042 and 14043) or 56219,g
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or 54616 or (14042 and 14043) or 56219,g
GLCNACT4g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or 54616 or (14042 and 14043) or 56219,g
GLCNACT5g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin / heparan sulfate biosynthesis,g,(14042 and 14043) or 54616 or (14042 and 14043) or 56219,g
GLCNACT_L,UDP-GlcNAc:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase (liver),N-Glycan Biosynthesis,c,,cytosol
GLCNACT_U,UDP-GlcNAc:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase (uterus),N-Glycan Biosynthesis,c,,cytosol
GLCURter,Glucuronate endoplasmic reticular transport,"Transport, Endoplasmic Reticular",c,,cytosol
GLCURtly,Glucuronate transport into lysososme,"Transport, Lysosomal",c,235504,cytosol
GLCt2_2,D-glucose transport in via proton symport,"Transport, Extracellular",e,20537,extracellular
GLCt2,D-glucose transport in via proton symport,"Transport, Extracellular",e,246787,extracellular
GLCt4,Glucose transport via sodium symport,"Transport, Extracellular",e,230612 or 241612 or 53881 or 109342 or 246787,extracellular
GLCt4_2,Glucose transport via sodium symport,"Transport, Extracellular",e,20537,extracellular
GLCter,"Glucose transport, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
GLCtg,"Glucose transport, Golgi apparatus","Transport, Golgi Apparatus",c,20525,cytosol
GLCtly,Glucose efflux from lysosome,"Transport, Lysosomal",c,,cytosol
GLDBRAN,Glycogen debranching enzyme,Starch and Sucrose Metabolism,c,77559 or 77559 or 77559 or 77559 or 77559 or 77559,cytosol
GLGNS1,Glycogen synthase (ggn -> glygn1),Starch and Sucrose Metabolism,c,(8908 and 14936) or (232493 and 27357) or (14936 and 27357) or (8908 and 232493),cytosol
GLNALANaEx,L-alanine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, Extracellular",e,20514,extracellular
GLNASNNaEx,L-glutamine/L-asparagine Na-dependent exchange (Gln-L in),"Transport, Extracellular",e,20514,extracellular
GLNCYSNaEx,L-cysteine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, Extracellular",e,20514,extracellular
GLNLASEer,"Gluconolactonase, endoplasmic reticulum",Ascorbate and Aldarate Metabolism,r,,ER
GLNS,Glutamine synthetase,Glutamate metabolism,c,14645 or 266744,cytosol
GLNSERNaEx,L-serine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, Extracellular",e,20514,extracellular
GLNTHRNaEx,L-threonine/L-glutamine Na-dependent exchange (Gln-L in),"Transport, Extracellular",e,20514,extracellular
GLNt4,L-glutamine reversible transport via sodium symport,"Transport, Extracellular",e,105727 or 56774 or 67760 or 69354,extracellular
GLNtN1,"Glutamine transport (Na, H coupled)","Transport, Extracellular",e,209837 or 76257,extracellular
GLNtm,L-glutamine transport via electroneutral transporter,"Transport, Mitochondrial",c,,cytosol
GLPASE1,Glycogen phosphorylase (glygn2 -> dxtrn),Starch and Sucrose Metabolism,c,110078 or 19309 or 110095,cytosol
GLPASE2,Glycogen phosphorylase (amyls -> glc-D),Starch and Sucrose Metabolism,c,110078 or 110095 or 19309,cytosol
GLRASE,Glucuronolactone reductase,Ascorbate and Aldarate Metabolism,c,,cytosol
GLU5Km,Glutamate 5-kinase (m),Urea cycle/amino group metabolism,m,56454,mitochondria
GLUCYS,Gamma-glutamylcysteine synthetase,Glutathione Metabolism,c,14629 and 14630,cytosol
LEUKTRB4t,Leukotriene B4 transmembrane (homo sapiens) transport,"Transport, Extracellular",e,,extracellular
GCALDD,Glycolaldehyde dehydrogenase,Glyoxylate and Dicarboxylate Metabolism,c,11670 or 56752 or 19378 or 11671 or 222 or 19378 or 67689 or 11668 or 19378 or 110695 or 56847,cytosol
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial",Glyoxylate and Dicarboxylate Metabolism,m,104776 or 214579 or 212647 or 56454 or 11669 or 214579 or 72535 or 212647,mitochondria
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCC2cm,Glycine cleavage complex  lipoamide   mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,434437 and 13382 and 104174 and 68133,mitochondria
GCHOLAt2,Glycocholate transport via sodium cotransport,"Transport, Extracellular",e,20493 or 20494,extracellular
GCHOLAt3,ABC bile acid transporter,"Transport, Extracellular",e,76408 or 27413 or 76408 or 76408,extracellular
GCHOLAte,Bile acid intracellular transport,"Transport, Extracellular",e,,extracellular
GCHOLAtx,Bile acid intracellular transport,"Transport, Peroxisomal",c,,cytosol
GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",Blood Group Biosynthesis,g,14538,g
GD1B2te,Gd1b2 hs transport,"Transport, Extracellular",e,,extracellular
GD1B2tg,Gd1b2 hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GD1Cte,Gd1c hs  transport,"Transport, Extracellular",e,,extracellular
GD1Ctg,Gd1c hs  intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GDCHOLAte,Bile acid intracellular transport,"Transport, Extracellular",e,,extracellular
GDCHOLAtx,Bile acid intracellular transport,"Transport, Peroxisomal",c,,cytosol
GDPFUCtg,GDPFuc Golgi transport via CMP antiport,"Transport, Golgi Apparatus",c,228368,cytosol
GDPtg,GDP intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GF6PTA,Glutamine-fructose-6-phosphate transaminase,Aminosugar Metabolism,c,14583 or 14584,cytosol
GFUCS,GDP-L-fucose synthase,Fructose and Mannose Metabolism,c,22122,cytosol
GGH_10FTHF5GLUe,"Gamma-glutamyl hydrolase (10FTHF5GLU), extracellular",Folate Metabolism,e,667301,extracellular
GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal",Folate Metabolism,l,667301,l
GGH_10FTHF6GLUe,"Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular",Folate Metabolism,e,667301,extracellular
GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal",Folate Metabolism,l,667301,l
GGH_10FTHF7GLUe,"Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular",Folate Metabolism,e,667301,extracellular
GGH_10FTHF7GLUl,"Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal",Folate Metabolism,l,667301,l
GGH_5DHFe,"Gamma-glutamyl hydrolase (5DHF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_5DHFl,"Gamma-glutamyl hydrolase (5DHF), lysosomal",Folate Metabolism,l,667301,l
GGH_5THFe,"Gamma-glutamyl hydrolase (5THF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_5THFl,"Gamma-glutamyl hydrolase (5THF), lysosomal",Folate Metabolism,l,667301,l
GGH_6DHFe,"Gamma-glutamyl hydrolase (6DHF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_6DHFl,"Gamma-glutamyl hydrolase (6DHF), lysosomal",Folate Metabolism,l,667301,l
GGH_6THFe,"Gamma-glutamyl hydrolase (6THF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_6THFl,"Gamma-glutamyl hydrolase (6THF), lysosomal",Folate Metabolism,l,667301,l
GGH_7DHFe,"Gamma-glutamyl hydrolase (7DHF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_7DHFl,"Gamma-glutamyl hydrolase (7DHF), lysosomal",Folate Metabolism,l,667301,l
GGH_7THFe,"Gamma-glutamyl hydrolase (7THF), extracellular",Folate Metabolism,e,667301,extracellular
GGH_7THFl,"Gamma-glutamyl hydrolase (7THF), lysosomal",Folate Metabolism,l,667301,l
GGLUCT,Gamma-glutamylcyclotransferase,Glutathione Metabolism,e,2655,extracellular
GGNG,Glycogenin self-glucosylation,Starch and Sucrose Metabolism,c,(8908 and 232493) or (232493 and 27357) or (14936 and 27357) or (8908 and 14936),cytosol
GGT5r,Gamma-glutamyltransferase 5,Eicosanoid Metabolism,r,23887,ER
GGT6,Gamma-glutamyltransferase,Eicosanoid Metabolism,c,,cytosol
GGT_L,Geranylgeranyltransferase (liver),N-Glycan Biosynthesis,c,,cytosol
GGT_U,Geranylgeranyltransferase (uterus),N-Glycan Biosynthesis,c,,cytosol
GHMT2r,"Glycine hydroxymethyltransferase, reversible","Glycine, Serine, and Threonine Metabolism",c,20425 or 20425,cytosol
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,"Glycine, Serine, and Threonine Metabolism",m,108037,mitochondria
GHMT3,Glycine hydroxymethyltransferase,Lysine Metabolism,c,20425 or 20425,cytosol
GHMT3m,"Glycine hydroxymethyltransferase, mitochondrial",Lysine Metabolism,m,108037,mitochondria
GK1,Guanylate kinase (GMP:ATP),Nucleotides,c,14923,cytosol
GK1m,"Guanylate kinase (GMP:ATP), mitochondrial",Nucleotides,m,,mitochondria
GLACO,D-Glucuronolactone:NAD+ oxidoreductase,Ascorbate and Aldarate Metabolism,c,56752 or 56847 or 11671 or 19378 or 11670 or 19378 or 11668 or 67689 or 19378 or 222,cytosol
GLACOm,"D-Glucuronolactone:NAD+ oxidoreductase, mitochondrial",Ascorbate and Aldarate Metabolism,m,212647 or 11669 or 212647 or 72535,mitochondria
GLACter,"D-glucurono-6,3-lactone transport, endoplasmic reticulum","Transport, Endoplasmic Reticular",c,,cytosol
GLAl,"Galactosidase, alpha",Sphingolipid Metabolism,l,11605,l
GLB1,Beta-galactosidase,Sphingolipid Metabolism,l,(19025 and 12091 and 50917 and 18010) or (19025 and 12091),l
GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",Starch and Sucrose Metabolism,c,74185,cytosol
GLCAASE1ly,"Beta-glucuronidase, lysosomal",Heparan sulfate degradation,l,110006,l
GLCAASE4ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation,l,110006,l
GLCAASE5ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation,l,110006,l
GLCAASE6ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation,l,110006,l
GLCAASE7ly,"Beta-glucuronidase, lysosomal",Chondroitin sulfate degradation,l,110006,l
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),Tryptophan metabolism,m,270076 or 270076,mitochondria
GLUt2m,"Amino acid transporter (glu-L), mitochondrial","Transport, Mitochondrial",c,71803 or 78830 or 68267 or 50799,cytosol
GLUt6,"Glutamate transport via Na, H symport and K antiport","Transport, Extracellular",e,20513 or 20510 or 20512 or 20511 or 242607,extracellular
GLUt7l,"Glutamate transport, lysosomal","Transport, Lysosomal",c,,cytosol
GLUtr,Intracellular transport,"Transport, Endoplasmic Reticular",c,,cytosol
GLXO2p,"Glyoxylate oxidase, peroxisomal",Glyoxylate and Dicarboxylate Metabolism,x,15112 or 56185 or 56185,peroxisome
GLXtm,"Glyoxylate transport, mitochondrial","Transport, Mitochondrial",c,,cytosol
GLXtp,Glyoxylate transport  peroxisomal,"Transport, Peroxisomal",c,,cytosol
GLYAMDTRc,Glycine amidinotransferase (c),Urea cycle/amino group metabolism,c,67092,cytosol
GLYATm,Glycine C-acetyltransferase,"Glycine, Serine, and Threonine Metabolism",m,26912,mitochondria
GLYBt4_2_r,GLYBt4 LPAREN 2 RPAREN r,"Transport, Extracellular",e,14411,extracellular
GLYBtm,Glycine betaine transport via diffusion (mitochondria to cytosol),"Transport, Mitochondrial",c,,cytosol
GLYC_St,L-glycerate export,"Transport, Extracellular",e,,extracellular
GLYC3Ptm,Glycerol 3 phosphate shuttle,"Transport, Mitochondrial",c,,cytosol
GLYCK2,Glycerate kinase,Glyoxylate and Dicarboxylate Metabolism,c,,cytosol
GLYCLTDy,Glycolate dehydrogenase (NADP),Glyoxylate and Dicarboxylate Metabolism,c,76238,cytosol
GLYCLTDym,"Glycolate dehydrogenase (NADP), mitochondrial",Glyoxylate and Dicarboxylate Metabolism,m,,mitochondria
GLYCLTtp,"Glycolate transport, glyoxysome","Transport, Peroxisomal",c,,cytosol
GLYCTO1p,(S)-2-hydroxy-acid oxidase,Glyoxylate and Dicarboxylate Metabolism,x,56185 or 15112 or 56185,peroxisome
GLYCt,Glycerol transport via channel,"Transport, Extracellular",e,,extracellular
GLYCtm,Glycerol transport,"Transport, Mitochondrial",c,,cytosol
GLYK,Glycerol kinase,Glycerophospholipid Metabolism,c,14933 or 14626 or 14933 or 2713,cytosol
GLYKm,Glycerol kinase,Glycerophospholipid Metabolism,m,14933 or 14626 or 14933 or 2713,mitochondria
GLYOX,Hydroxyacylglutathione hydrolase,Pyruvate Metabolism,c,14651 or 68977 or 68977,cytosol
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,Pyruvate Metabolism,m,14651,mitochondria
GLYOp,"Glycine oxidase, perixosomal","Glycine, Serine, and Threonine Metabolism",x,,peroxisome
GLYVESSEC,Glycine secretion via secretory vesicle (ATP driven),"Transport, Extracellular",e,22348,extracellular
GLYt2r,Glycine reversible transport via proton symport,"Transport, Extracellular",e,215335,extracellular
GLYt2rL,Glycine reversible transport via proton symport (lysosome),"Transport, Lysosomal",c,215335,cytosol
GLYt4,Glycine transport via sodium symport,"Transport, Extracellular",e,105727 or 56774 or 67760 or 69354,extracellular
GLYt7_211_r,GLYt7 LPAREN 211 RPAREN r,"Transport, Extracellular",e,14664 or 14664,extracellular
GLYt7_311_r,GLYt7 LPAREN 311 RPAREN r,"Transport, Extracellular",e,104245,extracellular
GLYtm,Glycine passive transport to mitochondria,"Transport, Mitochondrial",c,,cytosol
GLYtp,Glycine passive transport to peroxisome,"Transport, Peroxisomal",c,,cytosol
GMAND,GDP-D-mannose dehydratase,Fructose and Mannose Metabolism,c,218138,cytosol
GMPR,GMP reductase,Nucleotides,c,66355 or 105446 or 105446 or 105446,cytosol
GMPS2,GMP synthase,Nucleotides,c,229363,cytosol
GMPtg,GMP transport (Golgi),"Transport, Golgi Apparatus",c,,cytosol
GMPtn,GMP nuclear transport,"Transport, Nuclear",c,,cytosol
GND,Phosphogluconate dehydrogenase,Pentose Phosphate Pathway,c,110208,cytosol
GNDer,"Phosphogluconate dehydrogenase, endoplasmic reticulum",Pentose Phosphate Pathway,r,,ER
GNMT,Glycine N-methyltransferase,"Glycine, Serine, and Threonine Metabolism",c,14711,cytosol
GP1CALPHAte,Gp1calpha hs transport,"Transport, Extracellular",e,,extracellular
GP1CALPHAtg,Gp1calpha hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GP1Cte,Gp1c hs transport,"Transport, Extracellular",e,,extracellular
GP1Ctg,Gp1c hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GPAM_hs,Glycerol-3-phosphate acyltransferase,Triacylglycerol Synthesis,c,14732,cytosol
GPAMm_hs,Glycerol-3-phosphate acyltransferase,Triacylglycerol Synthesis,m,14732,mitochondria
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),Glycerophospholipid Metabolism,c,,cytosol
GPIAT,Glucosaminylphosphatidyl inositol acetyltransferase,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,c,70325,cytosol
GPIDA2er,"Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,241062,ER
GPIDAer,"Glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,241062,ER
GPIMTer_L,"GlcN-acylPI mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,67556 and 72084,ER
GPIMTer_U,"GlcN-acylPI mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,67556 and 72084,ER
GQ1BALPHAte,Gq1balpha hs transport,"Transport, Extracellular",e,,extracellular
GQ1BALPHAtg,Gq1balpha hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GQ1Bte,Gq1b hs transport,"Transport, Extracellular",e,,extracellular
GQ1Btg,Gq1b hs intracellular transport,"Transport, Golgi Apparatus",c,,cytosol
GRTT,Geranyltranstransferase,Cholesterol Metabolism,c,14593,cytosol
GRTTx,Geranyltranstransferase,Cholesterol Metabolism,x,110196,peroxisome
GSNKm,Guanosine kinase (mitochondrial),Nucleotides,m,,mitochondria
GSNt,Guanosine facilated transport in cytosol,"Transport, Extracellular",e,13340 or 63959,extracellular
GSNt4,Guanosine transport in via sodium symport,"Transport, Extracellular",e,269346 or 114304,extracellular
GSNt5,Guanosine transport in via sodium (1:2) symport,"Transport, Extracellular",e,114304,extracellular
GSNtl,Guanosine facilated transport from lysosome,"Transport, Lysosomal",c,71279,cytosol
GLUDC,Glutamate Decarboxylase,Glutamate metabolism,c,14415 or 14417 or 14415,cytosol
GLUNm,Glutaminase (mitochondrial),Glutamate metabolism,m,14660 or 216456 or 216456,mitochondria
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,IMP Biosynthesis,c,231327,cytosol
GTHOm,Glutathione oxidoreductase,Glutamate metabolism,m,14782,mitochondria
GTHPi,Glutathione peridoxase,Glutathione Metabolism,c,21672 or 18477 or 14776 or 14775 or 18477 or 14775 or 18477 or 21672 or 625249 or 21672,cytosol
GTHPe,Glutathione peroxidase,Glutathione Metabolism,e,14778 or 75512,extracellular
GTHPm,Glutathione peroxidase  mitochondria,Glutathione Metabolism,m,11757 or 11757 or 625249,mitochondria
GTHRDt,Glutathione transport into mitochondria,Glutathione Metabolism,c,,cytosol
GTHRDtr,Glutathione transport via diffusion,"Transport, Endoplasmic Reticular",c,,cytosol
GTHS,Glutathione synthetase,Glutathione Metabolism,c,14854,cytosol
GTMLTe,G-glutamyltransferase (e),Glutathione Metabolism,e,2679 or 14598 or 14598 or 14598,extracellular
GTPCI,GTP cyclohydrolase I,Tetrahydrobiopterin,c,14528,cytosol
GTPCIn,"GTP cyclohydrolase I, nuclear",Tetrahydrobiopterin,n,14528,nucleus
GTPtn,GTP diffusion in nucleus,"Transport, Nuclear",c,,cytosol
GUACYC,Guanylate cyclase,Nucleotides,c,(234889 and 54195) or 230103 or (60596 and 2974) or 245650 or 230103 or 14917 or 18160 or (234889 and 2974) or 14919 or (60596 and 54195),cytosol
GUAD,Guanine deaminase,Purine Catabolism,c,14544,cytosol
GUAPRT,Guanine phosphoribosyltransferase,Salvage Pathway,c,15452,cytosol
GUAt,Guanine transport,"Transport, Extracellular",e,13340,extracellular
GULLACter,Gulonolactone endoplasmic reticular transport,"Transport, Endoplasmic Reticular",c,,cytosol
GULN3D,L-gulonate 3-dehydrogenase,Pentose and Glucuronate Interconversions,c,,cytosol
GULNDer,"Gulonate dehydrogenase, endoplasmic reticulum",Pentose and Glucuronate Interconversions,r,,ER
GULNter,L-gulonate endoplasmic reticular export,"Transport, Endoplasmic Reticular",c,,cytosol
GUR1PP,Glucuronate 1-phosphate phosphatase,Pentose and Glucuronate Interconversions,c,,cytosol
GluForTx,Formimidoyltransferase cyclodeaminase,Histidine Metabolism,c,14317 or 14317,cytosol
H2CO3D,Carboxylic acid dissociation,Miscellaneous,c,12350 or 76459 or 71934 or 12351 or 12354 or 23831 or 12354 or 76459 or 12346 or 230099 or 12349,cytosol
H2CO3D2,Carboxylic acid dissociation,Miscellaneous,c,,cytosol
H2CO3D2m,"Carboxylic acid dissociation, mitochondrial",Miscellaneous,m,,mitochondria
H2CO3Dm,Carboxylic acid dissociation,Miscellaneous,m,12352 or 56078,mitochondria
H2ETer,"H2 phosphoethanolaminyl transferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,27392 or 27392,ER
H2MTer_L,"H2 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,230801,ER
H2MTer_U,"H2 mannosyltransferase, endoplasmic reticulum",Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,r,230801,ER
H2O2syn,Hydrogen peroxide synthesis (NADPH dependent),Tyrosine metabolism,c,99439 or 214593 or 99439,cytosol
H2O2t,Hydrogen peroxide transport via diffusion,"Transport, Extracellular",e,,extracellular
