ReactionID,ReactionName,Subsystem,MetaboliteID,MetaboliteName,Coefficient,Diff(HFD-SCD),Ratio(HFD/SCD)
TYRt4,L-tyrosine transport in via sodium symport,"Transport, Extracellular",na1_e,Sodium,-1.0,-0.8008277785320915,0.0095852378443071
TYRt4,L-tyrosine transport in via sodium symport,"Transport, Extracellular",tyr__L_c,L-Tyrosine,1.0,-0.8008277785320915,0.0095852378443071
TYRt4,L-tyrosine transport in via sodium symport,"Transport, Extracellular",tyr__L_e,L-Tyrosine,-1.0,-0.8008277785320915,0.0095852378443071
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",,2aobut_m,L-2-Amino-3-oxobutanoate,1.0,0.244971714415389,4.447239839429251
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",,h_m,H+,1.0,0.244971714415389,4.447239839429251
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",,nad_m,Nicotinamide adenine dinucleotide,-1.0,0.244971714415389,4.447239839429251
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",,nadh_m,Nicotinamide adenine dinucleotide - reduced,1.0,0.244971714415389,4.447239839429251
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",,thr__L_m,L-Threonine,-1.0,0.244971714415389,4.447239839429251
thr_mt,Transport reaction,,thr__L_c,L-Threonine,-1.0,0.244971714415389,4.447239839429251
thr_mt,Transport reaction,,thr__L_m,L-Threonine,1.0,0.244971714415389,4.447239839429251
